TIPO DE RESIDUO,TONELADAS,MES,ANO
ANIMAIS,7.27,jan,2016
DIVERSOS,32631.94,jan,2016
DIVERSOS-EMAE,0.0,jan,2016
DOMICILIAR,308816.42,jan,2016
ENTULHO APREENDIDO,7.64,jan,2016
ENTULHO MANUAL,4032.91,jan,2016
ENTULHO MECANIZADO,47739.85,jan,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jan,2016
ESGOTO,10264.2,jan,2016
FEIRA LIVRE,7569.08,jan,2016
GG SAUDE,2560.78,jan,2016
LIMPEZA URBANA,7.42,jan,2016
PG SAUDE,530.12,jan,2016
PODA,3974.01,jan,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1472.04,jan,2016
RESIDUOS DE BOCA DE LOBO,971.59,jan,2016
RESIDUOS DE CORREGOS,9616.72,jan,2016
RESIDUOS DE ECOPONTO,3239.86,jan,2016
RESIDUOS DE PISCINAO,14626.67,jan,2016
SELETIVA,7843.91,jan,2016
VARRICAO,7972.37,jan,2016
VARRICAO MECANIZADA,0.0,jan,2016
ANIMAIS,8.97,fev,2016
DIVERSOS,30273.91,fev,2016
DIVERSOS-EMAE,6.7,fev,2016
DOMICILIAR,311090.9,fev,2016
ENTULHO APREENDIDO,0.0,fev,2016
ENTULHO MANUAL,4968.6,fev,2016
ENTULHO MECANIZADO,35860.05,fev,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,fev,2016
ESGOTO,10974.74,fev,2016
FEIRA LIVRE,7532.3,fev,2016
GG SAUDE,2603.03,fev,2016
LIMPEZA URBANA,0.0,fev,2016
PG SAUDE,563.72,fev,2016
PODA,4212.56,fev,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1213.49,fev,2016
RESIDUOS DE BOCA DE LOBO,894.82,fev,2016
RESIDUOS DE CORREGOS,11030.09,fev,2016
RESIDUOS DE ECOPONTO,18047.84,fev,2016
RESIDUOS DE PISCINAO,16698.96,fev,2016
SELETIVA,7111.68,fev,2016
VARRICAO,8409.82,fev,2016
VARRICAO MECANIZADA,0.0,fev,2016
ANIMAIS,9.9,mar,2016
DIVERSOS,29043.38,mar,2016
DIVERSOS-EMAE,0.0,mar,2016
DOMICILIAR,326372.63,mar,2016
ENTULHO APREENDIDO,0.0,mar,2016
ENTULHO MANUAL,5034.99,mar,2016
ENTULHO MECANIZADO,35255.92,mar,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,mar,2016
ESGOTO,12907.86,mar,2016
FEIRA LIVRE,7595.83,mar,2016
GG SAUDE,2964.65,mar,2016
LIMPEZA URBANA,0.0,mar,2016
PG SAUDE,644.48,mar,2016
PODA,4706.43,mar,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1227.05,mar,2016
RESIDUOS DE BOCA DE LOBO,812.16,mar,2016
RESIDUOS DE CORREGOS,13090.57,mar,2016
RESIDUOS DE ECOPONTO,22652.04,mar,2016
RESIDUOS DE PISCINAO,16578.94,mar,2016
SELETIVA,7420.98,mar,2016
VARRICAO,8630.23,mar,2016
VARRICAO MECANIZADA,0.0,mar,2016
ANIMAIS,9.31,abr,2016
DIVERSOS,26960.04,abr,2016
DIVERSOS-EMAE,0.0,abr,2016
DOMICILIAR,298579.67,abr,2016
ENTULHO APREENDIDO,0.0,abr,2016
ENTULHO MANUAL,4934.96,abr,2016
ENTULHO MECANIZADO,31122.19,abr,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,abr,2016
ESGOTO,13560.04,abr,2016
FEIRA LIVRE,7330.93,abr,2016
GG SAUDE,2885.4,abr,2016
LIMPEZA URBANA,0.0,abr,2016
PG SAUDE,638.63,abr,2016
PODA,3721.31,abr,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1061.29,abr,2016
RESIDUOS DE BOCA DE LOBO,820.43,abr,2016
RESIDUOS DE CORREGOS,13485.6,abr,2016
RESIDUOS DE ECOPONTO,23808.65,abr,2016
RESIDUOS DE PISCINAO,18482.0,abr,2016
SELETIVA,6974.57,abr,2016
VARRICAO,8376.15,abr,2016
VARRICAO MECANIZADA,6.22,abr,2016
ANIMAIS,6.66,mai,2016
DIVERSOS,22351.28,mai,2016
DIVERSOS-EMAE,0.0,mai,2016
DOMICILIAR,294471.51,mai,2016
ENTULHO APREENDIDO,0.0,mai,2016
ENTULHO MANUAL,4872.74,mai,2016
ENTULHO MECANIZADO,31755.66,mai,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,6.88,mai,2016
ESGOTO,12797.39,mai,2016
FEIRA LIVRE,7017.5,mai,2016
GG SAUDE,2864.36,mai,2016
LIMPEZA URBANA,0.0,mai,2016
PG SAUDE,617.27,mai,2016
PODA,3624.87,mai,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1002.91,mai,2016
RESIDUOS DE BOCA DE LOBO,949.61,mai,2016
RESIDUOS DE CORREGOS,13479.94,mai,2016
RESIDUOS DE ECOPONTO,23580.5,mai,2016
RESIDUOS DE PISCINAO,15696.84,mai,2016
